time_s,x_m_lo,x_m_hi,y_m_lo,y_m_hi,vx_mps_lo,vx_mps_hi,vy_mps_lo,vy_mps_hi
96.25,-0.00011419574716232231,-0.00011419574711077983,-26.156986926628157,-26.156986926622025,3.086391864651426e-06,3.0863918660370756e-06,-0.05861187871574138,-0.05861187871573057
96.5,-0.00011341822710283021,-0.00011341822705094049,-26.171654961641128,-26.171654961634978,3.1224057909892426e-06,3.1224057923811087e-06,-0.058732401391362835,-0.05873240139135199
96.75,-0.0001126402256770278,-0.00011264022562478927,-26.186353127323944,-26.186353127317776,3.0902427951082097e-06,3.0902427965063054e-06,-0.058852924068073485,-0.05885292406806261
97.0,-0.00011187878711526179,-0.0001118787870626729,-26.201081423672058,-26.201081423665872,2.9899028795813453e-06,2.989902880985691e-06,-0.058973446707306795,-0.058973446707295894
97.25,-0.00011111770955706468,-0.00011111770950412387,-26.215838963351906,-26.215838963345703,3.0880240269979696e-06,3.088024028408579e-06,-0.05908687074066606,-0.059086870740655134
97.5,-0.00011034012188152468,-0.00011034012182823037,-26.23062485904552,-26.2306248590393,3.1219838174439206e-06,3.1219838188608073e-06,-0.05920029481138332,-0.059200294811372366
97.75,-0.00010956206442833099,-0.00010956206437468162,-26.2454391107577,-26.245439110751462,3.091782248202439e-06,3.091782249625616e-06,-0.059313718883163564,-0.05931371888315257
98.0,-0.00010879957753721038,-0.00010879957748320438,-26.26028171848418,-26.260281718477923,2.9974193216896284e-06,2.9974193231191163e-06,-0.059427142919711774,-0.059427142919700755
98.25,-0.00010803746278385754,-0.00010803746272949331,-26.275151794890274,-26.275151794884003,3.089474407698152e-06,3.0894744091339714e-06,-0.0595334683376719,-0.05953346833766085
98.5,-0.00010725985248232565,-0.00010725985242760162,-26.290048452655952,-26.290048452649664,3.1213837062955097e-06,3.121383707737674e-06,-0.059639793790694326,-0.05963979379068324
98.75,-0.00010648178307988686,-0.00010648178302480144,-26.304971691785724,-26.304971691779418,3.0931472149289644e-06,3.0931472163775004e-06,-0.05974611924475557,-0.059746119244744454
99.0,-0.00010571829102385002,-0.0001057182909684016,-26.319921512275595,-26.31992151226927,3.0047649358574197e-06,3.0047649373123415e-06,-0.059852444665832165,-0.05985244466582102
