time_s,x_m,y_m,vx_mps,vy_mps,sampled_inside_union,sampled_collision,sampled_keep_out,sampled_hold_eligible
56.0,0.24804541748627,-59.64254236599865,0.0011180648216682632,1.1542813129995897,True,False,False,False
56.25,0.2482896883411423,-59.35417013622638,0.0008359462933860973,1.1526965518462247,True,False,False,False
56.5,0.24844510933690298,-59.06620081275085,0.00040726443596535156,1.1510580772280747,True,False,False,False
56.75,0.24853244935670846,-58.77864755779239,0.00029129141245688717,1.149367973702181,True,False,False,False
57.0,0.2485699214371886,-58.491505775454954,8.332012800427169e-06,1.1477663113757521,True,False,False,False
57.25,0.24855400290325136,-58.20487603128219,-0.00013591604371286647,1.1452716552344682,True,False,False,False
57.5,0.24850989595820733,-57.918860751959215,-0.00021716636819558988,1.1428505869953134,True,False,False,False
57.75,0.24845227080816504,-57.63345597036552,-0.00024406176690260073,1.140387668097299,True,False,False,False
58.0,0.24838645434068618,-57.34867173312376,-0.000282707491299633,1.1378862334769242,True,False,False,False
58.25,0.2483258172975292,-57.0646205885338,-0.0002026987923482021,1.1345229153573237,True,False,False,False
58.5,0.24825144796609175,-56.78138341163509,-0.0003925594502535018,1.1313745185512916,True,False,False,False
58.75,0.24813564008082378,-56.498952566287876,-0.0005342142121556454,1.128072257571522,True,False,False,False
59.0,0.24794050294153103,-56.21730204304987,-0.001027161061259843,1.1251319756367881,True,False,False,False
59.25,0.24768743350832564,-55.9364958701967,-0.0009977587818870426,1.1213174044532526,True,False,False,False
59.5,0.2474232798524161,-55.656657432519964,-0.0011158334247517443,1.1173901073339345,True,False,False,False
59.75,0.24714788214694092,-55.377782942210445,-0.001087711824128798,1.1136058127851205,True,False,False,False
60.0,0.24684507772104,-55.099835259635185,-0.0013350625014439121,1.1099756709879969,True,False,False,False
60.25,0.24648393293546147,-54.82287014287017,-0.0015544863246714988,1.1057452833084485,True,False,False,False
60.5,0.24611141277352724,-54.54695663609278,-0.0014260755669490074,1.101562758916027,True,False,False,False
60.75,0.24576223147020887,-54.272107970299615,-0.001367791105210646,1.0972265623836635,True,False,False,False
61.0,0.24542704347041203,-53.99834469774821,-0.0013141261515223976,1.0928796130394312,True,False,False,False
61.25,0.24509481115506057,-53.72570302452957,-0.0013441676051576396,1.088253775346278,True,False,False,False
61.5,0.24477988696527464,-53.45423635450265,-0.001175672637108785,1.0834795686165044,True,False,False,False
61.75,0.2444869528960852,-53.183946628967064,-0.0011682358846067178,1.0788382349631298,True,False,False,False
62.0,0.24419293511703266,-52.91479846803459,-0.001184338701105625,1.0743470550506755,True,False,False,False
62.25,0.24389819016302605,-52.646826942310156,-0.001174094660742718,1.0694251504627341,True,False,False,False
62.5,0.24360470560462613,-52.38009076566111,-0.0011742559450738654,1.0644642630816525,True,False,False,False
62.75,0.24327343096440054,-52.11458516184634,-0.0014764047822897544,1.0595805963214535,True,False,False,False
63.0,0.24290618879419074,-51.85029457599504,-0.0014619891583326078,1.0547440888534823,True,False,False,False
63.25,0.24254888538458733,-51.587227128970866,-0.0013969104267525997,1.0497954819027266,True,False,False,False
63.5,0.24222981056208934,-51.32540548492075,-0.0011561523333747104,1.0447776472253762,True,False,False,False
63.75,0.2419370860307617,-51.06481759567417,-0.001186104704869767,1.0399254701555245,True,False,False,False
64.0,0.24164435177936422,-50.80545848672857,-0.0011562362865948708,1.0349473982895707,True,False,False,False
