time_s,x_m,y_m,vx_mps,vy_mps
0.0,0.0,-27.0,0.0,0.12
0.25,1.5684205425962517e-05,-26.970597150578847,0.0001250278347749538,0.11522278358395906
0.5,6.228782493604215e-05,-26.942388614038315,0.0002473532878563521,0.11044549720476061
0.75,0.00013913613889003504,-26.915374407679668,0.00036697634946057656,0.10566814239119661
1.0,0.0002455506951287824,-26.889554548417784,0.00048389701002806915,0.10089072067637152
1.25,0.00037988712341601653,-26.864889630918153,0.0005903797539764596,0.09642860927938804
1.5,0.0005405298144442801,-26.841340248738035,0.0006943384805498248,0.09196643836018308
1.75,0.0007268457759267634,-26.818906416577132,0.0007957731814344678,0.08750420934671738
2.0,0.0009382048036542692,-26.79758814878233,0.00089468384852677,0.0830419236692388
2.25,0.0011731054665578555,-26.777347579549236,0.0009841325836786007,0.07888262174292615
2.5,0.0014300752134324664,-26.758146842067596,0.0010712286929582746,0.0747232698814491
2.75,0.0017085248236519343,-26.739985948657445,0.0011559721693992463,0.07056386941589742
3.0,0.0020078660032697144,-26.722864911301475,0.0012383630062361602,0.06640442167902903
3.25,0.0023267332691518697,-26.706747392346372,0.001312214122063289,0.06253572300259845
3.5,0.002663790150030265,-26.691597053229057,0.0013838770826758058,0.05866698316802364
3.75,0.003018490466592317,-26.677413904095005,0.0014533518823356371,0.054798203412182764
4.0,0.00339028431078067,-26.66419795475159,0.0015206385155195935,0.050929384976163825
4.25,0.003777938026763198,-26.6519143806321,0.001580254741039247,0.04733920234694593
4.5,0.0041802433944828615,-26.64052835635085,0.0016378404298429822,0.04374898656602942
4.75,0.0045966900520822114,-26.63003989002616,0.001693395577352052,0.04015873878608534
5.0,0.005026772291679186,-26.62044898952493,0.0017469201791138582,0.03656846015451357
5.25,0.005469374948451003,-26.611722324918055,0.0017935918146754458,0.03324485228690306
5.5,0.0059234093950373745,-26.603826565526706,0.0018383837637197288,0.02992121855251055
5.75,0.006388408795236453,-26.59676171769544,0.001881296022642226,0.026597560008361755
