time_s,x_m,y_m,vx_mps,vy_mps
0.0,7.99905,-80.0,0.001,0.0
0.25,7.998832209025237,-79.99999998251486,-0.0027423205149375712,4.927111027439035e-07
0.5,7.997678838724665,-79.99999957723064,-0.006484640810541939,3.1023889464354415e-06
0.75,7.995589889892726,-79.99999825490687,-0.010226960587426545,7.829034296521348e-06
1.0,7.992565359997057,-79.99999548630022,-0.013969279546206276,1.4672649584908729e-05
1.25,7.989036542328542,-79.99970246962772,-0.014261045136992528,0.0023294882350260258
1.5,7.985434946780415,-79.99883072845937,-0.014551504651182212,0.004644468498082187
1.75,7.981760898638603,-79.99738022171394,-0.014840658065543008,0.0069596127006461075
2.0,7.978014725994266,-79.99535090850486,-0.015128505356951538,0.00927492010329418
2.25,7.974196512078643,-79.99274638018724,-0.015416993433598092,0.011561333612553801
2.5,7.970306336955865,-79.98957022812542,-0.015704191778204132,0.01384790995048394
2.75,7.96634452351743,-79.985822411699,-0.015990100367800672,0.016134648386386063
3.0,7.962311394665628,-79.98150289048209,-0.016274719179520974,0.018421548190496143
3.25,7.958207041292032,-79.97661520304163,-0.016559895086959445,0.020679978220205814
3.5,7.954031553043497,-79.97116288795804,-0.016843797366992944,0.022938569208473945
3.75,7.949785249574195,-79.96514590508758,-0.017126425996930622,0.025197320434778795
4.0,7.945468446823461,-79.95856421444742,-0.01740778095412987,0.027456231181018382
4.25,7.9410812463105165,-79.95142130919992,-0.017689615112201046,0.02968703737683813
4.5,7.936623744636021,-79.9437206825094,-0.017970191540901,0.031918002647006845
4.75,7.932096255498974,-79.93546229468578,-0.018249510217779152,0.034149126278792824
5.0,7.927499095402246,-79.92664610623648,-0.01852757112051011,0.036380407559965064
5.25,7.922832368252745,-79.9172755712586,-0.018806038327048344,0.03858389851712602
5.5,7.918096178670969,-79.90735414387292,-0.019083263524492133,0.04078754664789031
5.75,7.913290839122483,-79.89688178488053,-0.01935924669066727,0.0429913512492457
6.0,7.908416658357047,-79.8858584552554,-0.019633987803524156,0.0451953116160512
6.25,7.90347375023536,-79.87428757557383,-0.01990906661076025,0.047371751742786544
6.5,7.89846222564439,-79.86217256643555,-0.0201829189764042,0.04954834712868075
6.75,7.893382392146845,-79.8495133891276,-0.020455544878572263,0.05172509708004063
7.0,7.8882345554520645,-79.8363100050818,-0.020726944295420047,0.05390200090621173
7.25,7.883018835742833,-79.82256580612805,-0.020998616504447717,0.056051616393492015
7.5,7.877735348398233,-79.80828418410808,-0.021269077708164955,0.05820138521988114
7.75,7.872384397057323,-79.79346510079228,-0.021538327884955147,0.06035130669989251
8.0,7.866966285368087,-79.77810851809474,-0.02180636701329601,0.06250138014624199
8.25,7.861481137116899,-79.76221780321164,-0.022074617213525688,0.06462436416947331
8.5,7.855929075970952,-79.74579632338018,-0.022341671732262203,0.06674749959918293
8.75,7.850310399823898,-79.72884404084394,-0.02260753054813494,0.06887078576014731
9.0,7.844625409372055,-79.71136091798643,-0.022872193639888808,0.07099422197309344
9.25,7.838874234859591,-79.69335030096268,-0.02313700880116097,0.073090739186235
9.5,7.833057003641756,-79.67481553593167,-0.023400643508310517,0.0751874058664026
9.75,7.827174010695851,-79.65575658560506,-0.023663097740217215,0.07728422134815954
10.0,7.8212255519381015,-79.6361734128891,-0.02392437147594975,0.07938118496139845
10.25,7.8152117641189545,-79.6160693459284,-0.02418574062438683,0.08145137541539713
10.5,7.80913277832627,-79.59544771287896,-0.0244459444635607,0.08352171339394077
10.75,7.802988888512727,-79.57430847698714,-0.02470498297270253,0.08559219823377784
11.0,7.7967803839826395,-79.55265160156905,-0.024962856131030442,0.08766282927967253
11.25,7.790507407098584,-79.53048039946493,-0.025220770048841892,0.08970681182070007
11.5,7.784170094577973,-79.50779818353377,-0.025477533731778954,0.0917509399352824
11.75,7.777768734718713,-79.48460491742715,-0.02573314715926414,0.09379521297213483
12.0,7.7713036167563745,-79.4609005650212,-0.025987610310882495,0.09583963027893892
12.25,7.764774884038949,-79.43668842606883,-0.026242061281497475,0.09785750549524198
12.5,7.758182680804011,-79.4119718003487,-0.026495377031375028,0.09987552432935103
12.75,7.751527290646537,-79.38675065199803,-0.026747557540223774,0.10189368613904816
13.0,7.744808997166818,-79.36102494540731,-0.026998602787943596,0.10391199028122572
13.25,7.73802795030982,-79.33479796918321,-0.02724958438103607,0.10590384305549008
13.5,7.731184297195952,-79.30807301204824,-0.027499445716224168,0.10789583748929168
13.75,7.724278320459991,-79.28085003869067,-0.027748186773588868,0.10988797294706014
14.0,7.717310298086342,-79.2531290139223,-0.027995807533209544,0.11188024879578162
14.25,7.710280384771113,-79.2249132169165,-0.028243314409240182,0.11384615051454416
14.5,7.703188733327275,-79.19620592701656,-0.02848971594654956,0.11581219193106083
14.75,7.696035619857649,-79.16700710935959,-0.028735012125427152,0.1177783724190692
15.0,7.6888213204703,-79.1373167292757,-0.028979202926291033,0.11974469135505347
15.25,7.681545992761835,-79.1071380579927,-0.029223230685626392,0.12168470183628455
15.5,7.674209794318562,-79.07647436686209,-0.029466167988237542,0.12362485005032825
15.75,7.666812998448779,-79.04532562153973,-0.02970801481469261,0.12556513538145508
16.0,7.659355877535177,-79.01369178781383,-0.029948771145606526,0.1275055572131859
16.25,7.651838594878491,-78.98157613021262,-0.030189316168768326,0.1294197263508554
16.5,7.644261310052392,-78.94898191331767,-0.03042878558561659,0.13133403125885867
16.75,7.6366242926497225,-78.91590910331392,-0.030667179377078246,0.1332484713248515
17.0,7.62892781040699,-78.88235766645502,-0.030904497524004426,0.13516304594406808
17.25,7.621172031404954,-78.84833086159067,-0.031141556883256018,0.1370514151600706
17.5,7.61335712093385,-78.81383194770913,-0.03137755545990704,0.1389399181775503
17.75,7.605483343018868,-78.77886089142649,-0.03161249323516003,0.1408285543950981
18.0,7.5975509616917805,-78.74341765941654,-0.03184637019004281,0.14271732321495378
18.25,7.589560151678111,-78.7075055058986,-0.0320799415130818,0.14457992668321643
18.5,7.581511079332939,-78.67112768505251,-0.032312466854618284,0.14644266198316536
18.75,7.573404004983466,-78.63428416396985,-0.032543946196019774,0.1483055285249334
19.0,7.56523919268668,-78.59697490992261,-0.03277437951878079,0.15016852571263406
19.25,7.5570168173006955,-78.55920317299564,-0.033004460922882284,0.15200539143681757
19.5,7.548737048110127,-78.52097220335223,-0.033233511127231635,0.15384238702482173
19.75,7.540400146405353,-78.48228196868784,-0.0334615301136256,0.155679511890317
20.0,7.532006369757318,-78.44313243671826,-0.03368851786383313,0.15751676544938215
20.25,7.523555895019273,-78.40352685415608,-0.03391510786893088,0.15932791618674214
20.5,7.515048900924157,-78.36346846793921,-0.03414068144004381,0.16113919481393135
20.75,7.506485639488978,-78.32295724612348,-0.034365238559066404,0.16295060075882484
21.0,7.497866366459003,-78.28199315697938,-0.034588779208134475,0.16476213344236973
21.25,7.4891912644063074,-78.24057944454647,-0.0348118766737559,0.16654758749484963
21.5,7.48046051220362,-78.19871935279492,-0.035033972457264556,0.1683331674680505
21.75,7.471674361908648,-78.1564128503924,-0.03525506654097704,0.170118872793511
22.0,7.462833062790236,-78.11365990603727,-0.035475158907260634,0.17190470290594423
22.25,7.453936802211934,-78.07046376139876,-0.03569476297914411,0.173664474809708
22.5,7.444985762905474,-78.02682765823627,-0.03591338010939071,0.17542437066170358
22.75,7.435980194179773,-77.98275156574888,-0.03613101028063634,0.1771843899011949
23.0,7.426920339763076,-77.93823545303239,-0.036347653475350336,0.1789445319728667
23.25,7.417806392737932,-77.89328255993892,-0.0365637635303136,0.1806786330858374
23.5,7.408638540627829,-77.8478961263363,-0.036778901374437074,0.18241285617220412
23.75,7.399417023480697,-77.802076121707,-0.03699306699031869,0.18414720068631837
24.0,7.390142087862717,-77.75582251589064,-0.037206260361070796,0.1858816660724474
24.25,7.380813926990711,-77.70913854704098,-0.03741887598383669,0.18759010507921048
24.5,7.37143273038653,-77.66202745338019,-0.03763053411805808,0.18929866409057913
24.75,7.361998740007927,-77.61448920509748,-0.037841234747000005,0.19100734256062674
