time_s,x_m,y_m,vx_mps,vy_mps
0.0,1.0,-70.0,0.0,0.08
0.25,0.9999718354870301,-69.97937592540629,-0.0002248454014766768,0.08499261794819599
0.5,0.9998878126511498,-69.95750368049319,-0.00044686658030458767,0.08998536228887971
0.75,0.9997486375502461,-69.93438323386228,-0.0006660635187221702,0.09497823142443047
1.0,0.9995550162466182,-69.91001455451453,-0.0008824361991937996,0.09997122375721759
1.25,0.9993075182350237,-69.88439761929746,-0.001097077185218746,0.10496427821578615
1.5,0.9990067130088937,-69.85753240535496,-0.0013088939126350578,0.10995745329436456
1.75,0.9986533066350032,-69.82941888273173,-0.0015178863644975222,0.114950747395312
2.0,0.9982480051843352,-69.8000570218719,-0.0017240545240868673,0.11994415892097814
2.25,0.9977913591261975,-69.76944680214018,-0.0019286432279660435,0.12493761822150584
2.5,0.9972839189275563,-69.73758820318335,-0.002130407645406962,0.12993119245562706
2.75,0.9967263906620433,-69.70448119646771,-0.0023293477602685905,0.13492488002568548
3.0,0.9961194804072974,-69.67012575385898,-0.002525463556635837,0.13991867933401572
3.25,0.9954637178803623,-69.63452185732591,-0.002720165942520906,0.14491251128735516
3.5,0.9947596327948457,-69.59766948910357,-0.0029120440227100777,0.1499064525817574
3.75,0.9940079312290951,-69.55956862205642,-0.0031010977818532195,0.15490050161955543
4.0,0.9932093192652673,-69.52021922944833,-0.003287327204826143,0.15989465680307366
4.25,0.9923643039774455,-69.47962129595163,-0.0034723243796635473,0.16488882861202894
4.5,0.9914733924350928,-69.43777480648805,-0.0036544972386239067,0.16988310427196804
4.75,0.9905372907190052,-69.39467973529453,-0.0038338457671335015,0.1748774821852184
5.0,0.9895567049135934,-69.35033605700745,-0.004010369950844556,0.1798719607540993
5.25,0.988532117371857,-69.30474375911584,-0.004185859664808196,0.184866438924072
5.5,0.987464010440891,-69.25790282933934,-0.004358525062359853,0.18986101556681625
5.75,0.98635309020153,-69.2098132432595,-0.004528366129686398,0.19485568908465936
6.0,0.985200062738033,-69.16047497685723,-0.004695382853200645,0.199850457879921
6.25,0.9840053833890815,-69.10988802056386,-0.004861581221734696,0.2048452081363841
6.5,0.9827695074860553,-69.05805236502098,-0.005024955283600547,0.20984005160966224
6.75,0.9814931411072602,-69.00496798712412,-0.005185505025728371,0.21483498670208853
7.0,0.9801769903342404,-68.95063486416818,-0.005343230435274282,0.21983001181598874
7.25,0.9788214809509209,-68.89505298967423,-0.005500373918004674,0.22482499895123984
7.5,0.9774270387323979,-68.83822235735136,-0.005654693114826366,0.22982007418111386
7.75,0.9759943697516964,-68.7801429453756,-0.005806188013393914,0.23481523590795592
8.0,0.9745241800848995,-68.72081473232245,-0.005954858601587815,0.23981048253410409
8.25,0.9730168631347885,-68.66023771497034,-0.006103206291399961,0.24480567026912337
8.5,0.9714728122936419,-68.5984118902613,-0.006248729727913475,0.2498009411231414
8.75,0.9698927336262443,-68.53533723761531,-0.006391428899486567,0.2547962934985219
9.0,0.9682773332002624,-68.47101373685172,-0.006531303794703389,0.25979172579762194
9.25,0.9666269688802126,-68.40544138821693,-0.006671140065321344,0.2647870764645556
9.5,0.9649419985182527,-68.33862019209408,-0.006808152128137708,0.269782505435733
9.75,0.963223128167708,-68.27055012910684,-0.0069423399721915986,0.27477801111354366
10.0,0.9614710638846159,-68.20123118027823,-0.0070737035867480666,0.2797735919003711
10.25,0.959686124449715,-68.13066334953513,-0.0072053412019358306,0.284769066455277
10.5,0.9578686286293456,-68.05884664091172,-0.007334154668759738,0.2897646146766007
10.75,0.9560192824618915,-67.98578103619109,-0.007460143976914791,0.29476023496676557
11.0,0.9541387919882846,-67.91146651755572,-0.007583309116321917,0.29975592572818927
11.25,0.9522274329076598,-67.83590309287693,-0.0077070928505466145,0.3047514833725065
11.5,0.9502854809024861,-67.75909077010083,-0.007828052511081273,0.30974711024045315
11.75,0.9483136419924004,-67.6810295321212,-0.007946188088249193,0.31474280473449495
12.0,0.9463126221994305,-67.60171936223121,-0.008061499572599596,0.3197385652570924
12.25,0.9442826496095947,-67.52116027255843,-0.008177810483145505,0.324734163091019
12.5,0.9422239522897132,-67.43935227526936,-0.008291297411433817,0.32972982592134903
12.75,0.9401372362364899,-67.35629535431454,-0.008401960348385645,0.33472555215060024
13.0,0.9380232074488702,-67.27198949404395,-0.00850979928514802,0.33972134018128525
13.25,0.9358820412357887,-67.18643471121217,-0.008619059774848713,0.3447169327741581
13.5,0.9337139128841354,-67.09963102257288,-0.008725496392283686,0.34971258637515995
13.75,0.9315195283630461,-67.0115784130737,-0.008829109128938072,0.35470829938687093
14.0,0.9292995936437564,-66.92227686806166,-0.008929897976522915,0.35970407021186634
14.25,0.927054225339575,-66.83172640935817,-0.00903257783400857,0.3646996090967057
14.5,0.9247835400385518,-66.7399270587395,-0.00913243394990673,0.369695205267157
14.75,0.922488243677087,-66.6468788020839,-0.009229466316228967,0.3746908571258745
15.0,0.9201690421935497,-66.55258162566898,-0.009323674925212747,0.3796865630755079
15.25,0.9178259866810203,-66.45703555691341,-0.009420298577714181,0.3846819960787578
15.5,0.9154591282036658,-66.36024062314128,-0.009514098642544837,0.389677482941769
15.75,0.9130691726593465,-66.26219681108732,-0.009605075112200767,0.39467302206728294
16.0,0.9106568259477705,-66.16290410788555,-0.00969322797940391,0.3996686118580368
16.25,0.9082220657204755,-66.06236254719407,-0.009784383271651072,0.4046638822679967
16.5,0.9057648695958991,-65.96057216252102,-0.009872715156458375,0.4096592034444087
16.75,0.9032859434267894,-65.85753294137443,-0.009958223626759318,0.41465457379011617
17.0,0.9007859930676326,-65.75324487166162,-0.01004090867571328,0.41964999170795875
17.25,0.8982649134683149,-65.64770799405845,-0.010127257586533043,0.42464503725846153
17.5,0.8957225995407986,-65.54092234902842,-0.010210783300170428,0.429640130856586
17.75,0.8931597570852191,-65.43288792475929,-0.010291485809943423,0.43463527090529464
18.0,0.8905770919033543,-65.323604709838,-0.01036936510939588,0.4396304558075463
18.25,0.8879744053349958,-65.21307275291879,-0.010451656945958707,0.4446252073046121
18.5,0.8853514986764038,-65.10129210237298,-0.01053112583018467,0.44962000455434953
18.75,0.882709077666462,-64.988262746962,-0.0106077717557163,0.45461484595985974
19.0,0.8800478480456152,-64.8739846758465,-0.010681594716421976,0.4596097299242403
19.25,0.8773675045842365,-64.75845794684942,-0.010760682530582908,0.4646041095089495
19.5,0.8746677420025974,-64.64168261743035,-0.010836947677469812,0.46959853303394883
19.75,0.8719492659682837,-64.52365867680382,-0.010910390150981525,0.47459299890250084
20.0,0.8692127821503783,-64.40438611458353,-0.010981009945242688,0.47958750551786455
